Id,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,Condition1,BldgType,HouseStyle,TotalBsmtSF,Foundation,CentralAir,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,TotalBath,GarageCars,GarageArea,WasRemodeled,AgeWhenSold,SalePrice
490,RM,21.0,1526,Reg,MeadowV,Norm,Twnhs,SFoyer,630,CBlock,Y,630,1,3,0,2,1,286,Y,39,86000
270,RL,0.0,7917,IR1,Edwards,Norm,1Fam,1Story,1143,CBlock,Y,1113,3,6,1,3,1,504,N,31,148000
409,RL,109.0,14154,Reg,NridgHt,Norm,1Fam,2Story,1063,PConc,Y,2172,3,9,1,3,3,947,N,1,280000
1449,RL,70.0,11767,Reg,Edwards,Norm,1Fam,2Story,560,CBlock,N,1346,2,6,0,2,1,384,Y,97,112000
876,FV,75.0,9000,Reg,Somerst,Norm,1Fam,2Story,1184,PConc,Y,2610,4,10,1,3,2,550,N,0,303477
1375,FV,85.0,10625,Reg,Somerst,Norm,1Fam,2Story,1026,PConc,Y,1958,3,9,1,3,3,936,N,3,250000
284,RL,74.0,9612,Reg,Somerst,Feedr,1Fam,1Story,1468,PConc,Y,1468,3,6,1,2,3,898,Y,1,244600
985,RL,75.0,10125,Reg,Mitchel,Norm,Duplex,1.5Fin,0,CBlock,Y,1734,4,8,0,2,2,539,N,32,126000
840,RL,70.0,11767,Reg,Edwards,Norm,1Fam,1.5Fin,768,CBlock,Y,1200,3,6,0,1,1,240,Y,62,130500
400,FV,65.0,8125,Reg,Somerst,Norm,1Fam,2Story,1092,PConc,Y,1550,2,7,0,3,2,438,Y,3,241000
884,RL,60.0,6204,Reg,SWISU,Norm,1Fam,2.5Fin,795,PConc,N,2230,5,10,0,2,1,440,Y,94,118500
407,RL,51.0,10480,Reg,SWISU,Norm,1Fam,1.5Fin,1064,BrkTil,Y,1639,3,6,0,1,1,240,Y,72,115000
513,RL,70.0,9100,Reg,NAmes,Feedr,1Fam,1Story,864,CBlock,Y,864,3,5,0,2,2,624,N,48,129900
339,RL,91.0,14145,Reg,NWAmes,Norm,1Fam,1Story,1208,CBlock,Y,1621,3,8,0,3,2,440,Y,22,202500
364,RM,21.0,1680,Reg,BrDale,Norm,Twnhs,2Story,483,CBlock,Y,987,2,5,0,2,1,264,Y,37,118000
693,RL,42.0,26178,IR1,Timber,Norm,1Fam,2Story,1210,PConc,Y,2519,4,9,2,4,2,628,Y,17,335000
1335,RM,24.0,2368,Reg,BrDale,Norm,TwnhsE,2Story,765,CBlock,Y,1365,3,7,0,2,2,440,N,39,125000
984,RL,0.0,11250,Reg,CollgCr,Norm,1Fam,2Story,1128,PConc,Y,2290,4,9,1,3,2,779,N,6,255900
321,RL,111.0,16259,Reg,NridgHt,Norm,1Fam,2Story,1249,PConc,Y,2596,4,9,0,4,3,840,N,0,342643
428,RL,77.0,8593,IR1,NAmes,Norm,1Fam,1Story,907,CBlock,Y,907,3,5,0,1,1,352,N,51,109008
196,RL,24.0,2280,Reg,NPkVill,Norm,Twnhs,2Story,855,CBlock,Y,1456,3,7,1,3,2,440,N,33,148500
1232,RL,70.0,7728,Reg,NAmes,Norm,Duplex,SLvl,1106,CBlock,Y,1190,3,6,0,2,2,540,N,44,132500
901,RL,0.0,7340,IR1,NAmes,Norm,1Fam,1Story,858,CBlock,Y,858,2,4,0,1,1,684,N,36,110000
71,RL,95.0,13651,IR1,NAmes,Norm,1Fam,1Story,2000,CBlock,Y,2223,3,8,2,3,2,516,N,34,244000
1126,RL,60.0,10434,Reg,NAmes,Norm,1Fam,1Story,1005,CBlock,Y,1005,2,5,1,1,2,672,N,54,115000
795,RL,0.0,10832,IR1,Gilbert,Norm,1Fam,2Story,712,PConc,Y,1895,3,7,1,3,2,409,Y,14,194500
11,RL,70.0,11200,Reg,Sawyer,Norm,1Fam,1Story,1040,CBlock,Y,1040,3,5,0,2,1,384,N,43,129500
1027,RL,73.0,9300,Reg,NAmes,Feedr,1Fam,1Story,1268,CBlock,Y,1264,3,6,2,2,2,461,N,50,167500
687,FV,84.0,10207,Reg,Somerst,Norm,1Fam,2Story,874,PConc,Y,1761,3,7,0,3,2,578,N,0,227875
1248,RL,0.0,12328,IR1,Mitchel,Norm,1Fam,SLvl,1012,CBlock,Y,1034,3,6,0,2,3,888,N,34,169900
272,RL,73.0,30000,IR1,ClearCr,Norm,1Fam,1Story,1385,CBlock,Y,1363,2,5,2,2,2,439,Y,54,241500
446,RL,73.0,9855,Reg,Edwards,Norm,1Fam,1Story,1436,CBlock,Y,1689,3,7,1,1,2,480,N,53,127500
655,RL,91.0,10437,IR1,NoRidge,Norm,1Fam,1Story,2000,PConc,Y,2113,2,7,1,4,3,839,N,13,350000
1281,RL,67.0,9808,IR1,CollgCr,Norm,1Fam,1Story,1573,PConc,Y,1573,3,6,0,3,2,544,N,7,227000
899,RL,100.0,12919,IR1,NridgHt,Norm,1Fam,1Story,2000,PConc,Y,2364,2,10,2,4,3,820,Y,1,611657
65,RL,0.0,9375,Reg,CollgCr,Norm,1Fam,2Story,1057,PConc,Y,2034,3,8,0,4,2,645,Y,12,219500
683,RL,0.0,2887,Reg,ClearCr,Norm,1Fam,1Story,1291,PConc,Y,1291,2,6,1,2,2,431,Y,12,173000
961,RL,50.0,7207,IR1,BrkSide,Norm,1Fam,1Story,858,CBlock,Y,858,2,4,0,2,0,0,Y,52,116500
1385,RL,60.0,9060,Reg,Edwards,Norm,1Fam,1.5Fin,560,BrkTil,Y,1258,2,6,0,1,1,280,Y,70,105000
1101,RL,60.0,8400,Reg,SWISU,Norm,1Fam,1Story,290,CBlock,N,438,1,3,0,1,1,246,Y,89,60000
417,RL,74.0,7844,Reg,Sawyer,Norm,1Fam,2Story,672,CBlock,Y,1400,3,6,1,2,2,440,N,28,149500
1035,RL,50.0,6305,Reg,Crawfor,Norm,1Fam,1Story,920,PConc,Y,954,2,5,1,1,1,240,Y,69,119750
854,RL,0.0,12095,IR1,NAmes,Norm,1Fam,SLvl,1127,CBlock,Y,1445,3,7,1,2,2,645,N,45,158000
473,RM,35.0,3675,Reg,Edwards,Norm,TwnhsE,SLvl,547,PConc,Y,1072,2,5,0,2,2,525,N,3,148000
1012,RL,75.0,9825,Reg,Edwards,Norm,Duplex,1Story,0,CBlock,N,1664,4,8,0,2,0,0,N,45,100000
329,RL,0.0,11888,IR1,BrkSide,PosN,1Fam,2.5Unf,844,BrkTil,N,2134,5,10,0,2,2,441,Y,93,214500
609,RL,78.0,12168,Reg,Crawfor,Norm,1Fam,2Story,965,PConc,Y,3000,4,10,2,3,2,380,Y,73,359100
1284,RL,94.0,9400,Reg,Mitchel,Norm,Duplex,2Story,912,CBlock,Y,1824,4,8,0,4,0,0,N,39,139000
453,RL,0.0,9303,IR1,Timber,Norm,1Fam,2Story,872,PConc,Y,1756,3,7,0,4,2,422,Y,11,204000
1228,RL,72.0,8872,Reg,NAmes,Norm,1Fam,1Story,912,CBlock,Y,912,2,5,0,2,2,576,Y,43,147000
531,RL,85.0,10200,Reg,Timber,Norm,1Fam,SLvl,1461,CBlock,Y,1509,3,5,1,3,2,600,Y,20,175000
1400,RL,51.0,6171,Reg,SWISU,Norm,1Fam,1.5Fin,976,BrkTil,Y,1608,3,7,1,3,1,216,Y,84,137450
923,RL,65.0,10237,Reg,Gilbert,RRAn,1Fam,1Story,1316,PConc,Y,1316,3,6,1,2,2,397,Y,1,169990
913,RM,51.0,6120,Reg,BrkSide,Norm,1Fam,1Story,768,BrkTil,N,1015,3,6,0,1,1,450,Y,81,88000
419,RL,60.0,8160,Reg,Edwards,Norm,1Fam,1.5Fin,756,BrkTil,N,1134,3,7,0,3,1,240,Y,67,126000
907,RL,116.0,13501,IR1,Somerst,Norm,1Fam,1Story,1623,PConc,Y,1636,3,8,1,3,3,865,N,1,255000
752,RL,0.0,7750,Reg,Gilbert,RRAn,1Fam,2Story,660,PConc,Y,1320,3,6,0,3,2,400,N,4,162000
829,RL,0.0,28698,IR2,ClearCr,Norm,1Fam,2Story,1013,PConc,Y,2126,3,7,0,4,2,538,N,42,185000
1297,RL,80.0,8700,Reg,NAmes,Norm,1Fam,1Story,1120,CBlock,Y,1128,3,6,0,3,2,525,N,45,155000
902,RL,64.0,8712,IR1,NAmes,Norm,1Fam,1Story,992,CBlock,Y,1306,2,5,0,2,1,756,Y,52,153000
1039,RM,21.0,1533,Reg,MeadowV,Norm,Twnhs,2Story,546,CBlock,Y,1344,3,6,1,2,0,0,Y,39,97000
717,RM,60.0,10800,Reg,OldTown,Norm,1Fam,2Story,718,BrkTil,Y,2554,3,8,0,2,2,704,Y,100,159500
1070,RL,60.0,9600,Reg,NAmes,Norm,1Fam,1.5Unf,845,CBlock,Y,893,2,4,0,2,2,576,Y,58,135000
1227,RL,86.0,14598,IR1,Somerst,Feedr,1Fam,2Story,894,PConc,Y,1933,4,9,1,3,3,668,N,1,214000
501,RM,21.0,1890,Reg,BrDale,Norm,Twnhs,2Story,672,CBlock,Y,1218,3,7,0,2,1,264,N,34,113000
472,RL,92.0,11952,Reg,NWAmes,PosA,1Fam,2Story,808,CBlock,Y,1969,3,8,1,3,2,534,N,30,190000
1448,RL,80.0,10000,Reg,CollgCr,Norm,1Fam,2Story,1220,PConc,Y,2090,3,8,1,4,2,556,Y,12,240000
488,RL,70.0,12243,IR1,NWAmes,Norm,1Fam,1Story,1484,CBlock,Y,1484,3,7,1,2,2,487,N,36,175000
1337,RL,87.0,9246,IR1,NWAmes,Feedr,Duplex,1Story,1656,CBlock,Y,1656,4,8,0,2,2,506,N,35,135000
1178,RM,0.0,3950,Reg,OldTown,Artery,1Fam,1.5Fin,818,CBlock,Y,1224,3,5,0,1,1,210,Y,83,115000
132,RL,0.0,12224,IR1,Gilbert,Norm,1Fam,2Story,992,PConc,Y,2054,3,7,1,4,2,390,N,9,244000
16,RM,51.0,6120,Reg,BrkSide,Norm,1Fam,1.5Unf,832,BrkTil,Y,854,2,5,0,1,2,576,Y,78,132000
1087,RM,0.0,1974,Reg,MeadowV,Norm,TwnhsE,2Story,546,CBlock,Y,1092,3,6,0,2,1,286,N,37,83500
912,RL,0.0,9286,IR1,CollgCr,Norm,1Fam,1Story,1268,CBlock,Y,1268,3,5,0,2,1,252,Y,32,143500
436,RL,43.0,10667,IR2,CollgCr,PosN,1Fam,2Story,799,PConc,Y,1661,3,6,1,4,2,550,N,13,212000
1370,RL,48.0,10635,IR2,CollgCr,Norm,1Fam,1Story,1657,PConc,Y,1668,3,8,1,3,2,502,N,7,232000
477,RL,75.0,13125,Reg,CollgCr,Norm,1Fam,1Story,1478,PConc,Y,1493,3,7,1,3,2,508,Y,11,208900
1151,RL,57.0,8280,IR1,NAmes,Norm,1Fam,1Story,932,CBlock,Y,932,2,4,1,1,1,306,N,57,124000
467,RL,85.0,10628,Reg,NAmes,Norm,1Fam,1Story,1277,CBlock,Y,1277,2,5,1,2,2,526,N,37,167000
1128,RL,150.0,14572,IR3,Gilbert,Norm,1Fam,1Story,1530,PConc,Y,1530,3,7,1,3,3,630,N,3,259000
1425,RL,0.0,9503,Reg,NAmes,Norm,1Fam,1Story,1024,CBlock,Y,1344,2,6,1,2,1,484,Y,49,144000
588,RL,74.0,8740,IR1,Sawyer,Norm,1Fam,SFoyer,840,CBlock,Y,860,2,4,0,2,2,528,N,27,137000
1158,RL,34.0,5001,IR1,NridgHt,Norm,Twnhs,1Story,1314,PConc,Y,1314,2,6,1,3,2,626,Y,2,230000
939,RL,73.0,8760,Reg,CollgCr,Norm,1Fam,2Story,1391,PConc,Y,1962,3,7,0,3,3,868,N,0,239799
1225,RL,60.0,15384,IR1,Gilbert,RRAn,1Fam,2Story,788,PConc,Y,1490,3,8,1,4,2,388,Y,4,184000
722,RM,0.0,4426,Reg,CollgCr,Norm,TwnhsE,1Story,848,PConc,Y,848,1,3,0,2,2,420,N,6,143000
403,RL,60.0,10200,Reg,Sawyer,Norm,1Fam,1Story,672,PConc,Y,672,2,4,0,1,1,240,Y,68,108000
1458,RL,66.0,9042,Reg,Crawfor,Norm,1Fam,2Story,1152,Stone,Y,2340,4,9,2,2,1,252,Y,69,266500
188,RL,60.0,10410,Reg,OldTown,Norm,1Fam,1.5Fin,660,CBlock,Y,1656,3,8,0,3,1,180,Y,93,135000
192,RL,0.0,7472,IR1,NAmes,Norm,1Fam,2Story,725,CBlock,Y,1479,4,7,0,3,2,484,Y,35,184000
104,RL,94.0,10402,IR1,CollgCr,Norm,1Fam,1Story,1226,PConc,Y,1226,3,6,0,2,3,740,N,1,198900
790,RL,0.0,12205,IR1,ClearCr,Norm,1Fam,2Story,832,CBlock,Y,2087,5,9,0,3,2,444,Y,41,187500
61,RL,63.0,13072,Reg,SawyerW,RRAe,1Fam,1Story,1158,PConc,Y,1158,3,5,0,3,2,576,N,2,158000
1065,RL,0.0,11000,IR1,NAmes,Norm,1Fam,1Story,1154,CBlock,Y,1154,3,6,1,2,2,480,N,43,154000
537,RL,57.0,8924,IR1,CollgCr,Norm,1Fam,2Story,880,PConc,Y,1724,3,8,0,3,2,527,Y,10,188000
1111,RL,0.0,8000,Reg,Gilbert,Norm,1Fam,2Story,773,PConc,Y,1658,3,8,1,4,2,431,Y,13,188000
554,RL,67.0,8777,Reg,Edwards,Feedr,1Fam,1Story,0,CBlock,Y,1126,2,5,0,2,2,520,Y,60,108000
888,RL,59.0,16466,IR1,Edwards,Norm,1Fam,1.5Fin,816,PConc,Y,1393,3,8,0,2,1,300,N,53,135500
1269,RL,0.0,14100,IR1,Crawfor,Norm,1Fam,1.5Fin,728,CBlock,Y,3000,4,10,2,4,3,1000,Y,73,381000
1379,RM,21.0,1953,Reg,BrDale,Norm,Twnhs,2Story,483,CBlock,Y,987,2,5,0,2,1,264,N,33,83000
166,RL,62.0,10106,Reg,Edwards,Norm,2fmCon,1.5Fin,644,BrkTil,Y,1355,4,6,0,3,0,0,Y,68,127500
935,RL,150.0,27650,IR2,NAmes,PosA,1Fam,1Story,585,CBlock,Y,2069,4,9,1,3,2,505,Y,48,242000
759,FV,24.0,2280,Reg,Somerst,Norm,Twnhs,2Story,744,PConc,Y,1501,3,6,0,3,2,440,N,9,179400
474,RL,110.0,14977,IR1,NridgHt,Norm,1Fam,1Story,1976,PConc,Y,1976,2,7,1,3,3,908,Y,1,440000
83,RL,78.0,10206,Reg,Somerst,Norm,1Fam,1Story,1563,PConc,Y,1563,3,6,1,2,3,758,N,1,245000
1149,RM,0.0,5700,Reg,OldTown,Norm,1Fam,1.5Fin,572,PConc,Y,1111,2,5,1,1,1,288,Y,82,116900
658,RL,60.0,7200,Reg,Crawfor,Norm,1Fam,2Story,776,BrkTil,Y,1502,3,6,1,2,1,270,Y,77,149000
1046,RL,0.0,13680,IR1,Edwards,Norm,1Fam,1Story,0,Slab,Y,1733,4,8,1,2,2,452,N,54,139600
350,RL,56.0,20431,IR2,NridgHt,Norm,1Fam,2Story,1848,PConc,Y,2728,4,10,2,4,3,706,Y,1,437154
1292,RM,21.0,1680,Reg,BrDale,Norm,Twnhs,2Story,630,CBlock,Y,1302,3,6,0,3,1,264,N,37,119500
1271,RL,0.0,23595,Reg,ClearCr,Norm,1Fam,1Story,1332,PConc,Y,1524,1,4,1,3,2,586,N,31,260000
372,RL,80.0,17120,Reg,ClearCr,Feedr,1Fam,1.5Fin,0,CBlock,Y,1588,4,7,1,2,2,680,N,49,134432
118,RL,74.0,8536,Reg,Edwards,Norm,1Fam,1Story,1125,PConc,Y,1125,2,5,0,2,2,430,Y,1,155000
832,FV,30.0,3180,Reg,Somerst,Norm,TwnhsE,2Story,600,PConc,Y,1200,2,4,0,3,2,480,N,1,151000
253,RL,65.0,8366,IR1,SawyerW,Norm,1Fam,2Story,798,PConc,Y,1640,3,6,0,3,2,520,N,4,173000
1427,RL,81.0,10944,IR1,NoRidge,Norm,1Fam,2Story,1223,PConc,Y,2127,3,5,2,4,2,525,N,14,271000
312,RL,50.0,8000,Reg,NAmes,Norm,1Fam,1Story,972,CBlock,Y,972,2,5,1,2,1,240,Y,61,132000
1134,RL,80.0,9828,IR1,SawyerW,Norm,1Fam,2Story,1128,PConc,Y,2020,3,8,1,3,2,466,N,14,239500
396,RL,68.0,9571,Reg,Edwards,Norm,1Fam,1Story,1144,CBlock,Y,1144,3,6,0,2,1,596,N,54,129000
359,RL,92.0,6930,IR1,ClearCr,Norm,1Fam,SLvl,1062,CBlock,Y,1352,3,6,0,2,1,288,N,48,130000
264,RM,50.0,5500,Reg,OldTown,Norm,1Fam,1.5Fin,926,BrkTil,Y,1316,3,6,0,2,2,484,Y,81,130000
360,RL,78.0,12011,IR1,NoRidge,Norm,1Fam,2Story,1086,PConc,Y,1924,3,7,1,4,2,592,N,8,280000
986,RL,68.0,10880,Reg,Edwards,Norm,2fmCon,1Story,1164,CBlock,N,1164,3,5,0,2,1,240,N,58,125000
1141,RL,60.0,7350,Reg,NAmes,Norm,1Fam,1Story,952,CBlock,Y,952,2,4,0,2,2,840,N,57,139000
1350,RM,50.0,5250,Reg,OldTown,Norm,1Fam,2Story,684,BrkTil,N,2358,4,8,0,2,0,0,Y,100,122000
727,RL,0.0,21695,IR1,Crawfor,Norm,1Fam,1Story,880,CBlock,Y,1680,3,5,1,3,2,540,Y,21,222000
1394,RM,60.0,10800,Reg,OldTown,Norm,2fmCon,1.5Fin,482,BrkTil,N,1912,3,7,1,2,2,672,Y,100,163000
17,RL,0.0,11241,IR1,NAmes,Norm,1Fam,1Story,1004,CBlock,Y,1004,2,5,1,2,2,480,N,40,149000
996,RL,51.0,4712,IR1,BrkSide,Feedr,1Fam,1.5Fin,747,CBlock,Y,1230,3,5,0,3,1,305,Y,60,121600
1140,RL,98.0,8731,IR1,BrkSide,Norm,1Fam,1Story,915,BrkTil,Y,1167,3,6,1,1,2,495,Y,87,144000
762,RM,60.0,6911,Reg,BrkSide,Feedr,1Fam,1Story,1145,PConc,Y,1301,2,5,0,1,2,440,Y,85,100000
352,RL,0.0,5271,IR1,ClearCr,Norm,1Fam,1Story,1453,PConc,Y,1453,2,6,1,3,2,445,N,20,190000
540,RL,0.0,11423,Reg,CollgCr,Norm,1Fam,1Story,1581,PConc,Y,1601,3,6,1,3,2,670,Y,9,272000
1331,RL,85.0,10000,Reg,Somerst,Norm,1Fam,1Story,1588,PConc,Y,1588,3,7,1,2,3,825,N,1,227000
970,RL,75.0,10382,Reg,NAmes,Norm,2fmCon,SLvl,588,CBlock,Y,1095,2,6,0,2,1,264,N,48,140000
997,RL,0.0,10659,IR1,NAmes,Norm,1Fam,1Story,1050,CBlock,Y,1050,3,6,0,2,1,368,N,45,136500
98,RL,73.0,10921,Reg,Edwards,Norm,1Fam,1Story,960,CBlock,Y,960,3,6,0,2,1,432,N,42,94750
1073,RL,50.0,7585,Reg,Edwards,Artery,1Fam,1.5Fin,810,CBlock,Y,1456,4,7,1,3,1,280,Y,58,91500
1272,RL,0.0,9156,IR1,NWAmes,PosN,1Fam,1Story,1489,CBlock,Y,1489,3,7,1,2,2,462,N,41,185750
197,RL,79.0,9416,Reg,Somerst,Norm,1Fam,1Story,1726,PConc,Y,1726,3,8,1,3,3,786,N,0,311872
184,RM,63.0,11426,Reg,OldTown,Norm,1Fam,1.5Fin,1362,PConc,Y,2082,3,6,0,3,2,484,N,5,200000
1282,RL,50.0,8049,IR1,Timber,Norm,1Fam,1Story,1309,CBlock,Y,1339,2,6,1,3,2,484,N,16,180000
1418,RL,0.0,16545,IR1,NoRidge,Norm,1Fam,2Story,1284,PConc,Y,2450,3,7,1,4,3,1000,N,11,340000
1197,RL,58.0,14054,IR1,Gilbert,Norm,1Fam,2Story,879,PConc,Y,1863,4,9,1,3,3,660,N,0,219210
1407,RL,70.0,8445,Reg,CollgCr,Norm,1Fam,SFoyer,768,CBlock,Y,768,2,5,0,2,2,396,Y,37,133000
534,RL,50.0,5000,Reg,BrkSide,Norm,1Fam,1Story,0,Slab,N,334,1,2,0,1,0,0,Y,61,39300
675,RL,80.0,9200,Reg,NAmes,Norm,1Fam,1Story,1136,CBlock,Y,1136,3,5,1,2,1,384,N,43,140000
82,RM,32.0,4500,Reg,Mitchel,Norm,TwnhsE,1Story,1237,PConc,Y,1337,2,5,0,3,2,405,N,8,153500
1221,RL,66.0,7800,IR1,NAmes,Norm,1Fam,1Story,912,CBlock,Y,912,2,5,0,1,1,288,N,42,115000
398,RL,69.0,7590,Reg,NAmes,PosN,1Fam,2Story,864,CBlock,Y,1812,4,8,1,2,1,264,N,45,169500
268,RL,60.0,8400,Reg,SWISU,Norm,1Fam,2.5Fin,720,PConc,Y,2192,4,8,1,3,1,240,Y,69,179500
387,RL,58.0,8410,Reg,Edwards,Feedr,1Fam,1.5Fin,658,PConc,Y,1184,5,8,0,1,0,0,Y,96,81000
1267,RM,60.0,10120,IR1,OldTown,Feedr,2fmCon,2.5Unf,925,CBlock,N,1889,4,9,1,2,1,308,Y,97,122000
133,RL,75.0,7388,Reg,NAmes,Norm,1Fam,1Story,1063,CBlock,Y,1327,3,7,0,2,2,624,Y,48,150750
266,RL,78.0,12090,IR1,NWAmes,Norm,1Fam,1Story,1422,CBlock,Y,1422,3,7,1,2,2,576,N,27,175500
944,RL,100.0,25000,Reg,Mitchel,Norm,Duplex,1Story,1632,CBlock,Y,1632,4,8,0,2,2,576,N,40,143000
1204,RL,75.0,9750,Reg,CollgCr,Norm,1Fam,1Story,1630,PConc,Y,1630,3,6,1,2,2,451,Y,9,213000
89,C (all),105.0,8470,IR1,IDOTRR,Feedr,1Fam,1.5Fin,1013,CBlock,N,1526,2,6,0,1,0,0,Y,94,85000
1413,RL,60.0,7200,Reg,NAmes,Norm,Duplex,1Story,0,Slab,N,1040,2,6,0,2,2,420,Y,60,90000
566,RL,66.0,6858,Reg,SWISU,Norm,1Fam,2Story,806,PConc,N,1647,4,6,0,3,1,216,Y,95,128000
1131,RL,65.0,7804,Reg,SWISU,Norm,1Fam,1.5Fin,1122,BrkTil,Y,1981,4,7,2,3,2,576,Y,81,135000
295,RL,80.0,9600,Reg,NAmes,Norm,1Fam,1Story,1416,CBlock,Y,1644,3,7,2,2,2,418,N,56,167000
262,RL,69.0,9588,IR1,CollgCr,Norm,1Fam,2Story,1482,PConc,Y,2574,3,10,1,3,3,868,N,0,276000
1264,RL,60.0,13515,Reg,BrkSide,Norm,1Fam,2Story,764,PConc,Y,1824,3,8,1,1,2,520,Y,88,180500
630,RL,82.0,9020,Reg,NAmes,Feedr,1Fam,SLvl,1248,CBlock,Y,1350,3,6,0,3,2,520,N,44,168500
1432,RL,0.0,4928,IR1,NPkVill,Norm,TwnhsE,1Story,958,CBlock,Y,958,2,5,0,2,2,440,N,33,143750
1415,RL,64.0,13053,Reg,BrkSide,Norm,1Fam,1.5Fin,833,BrkTil,Y,1848,4,8,1,2,2,370,Y,85,207000
406,RL,0.0,9991,IR1,Sawyer,Feedr,1Fam,1Story,1281,CBlock,Y,1620,3,8,1,3,2,490,Y,33,150000
357,RL,0.0,9248,IR1,Gilbert,Norm,1Fam,1Story,1158,PConc,Y,1167,3,6,0,3,2,400,N,17,173000
240,RL,52.0,8741,Reg,Edwards,Norm,1Fam,1.5Fin,735,CBlock,Y,1487,3,7,1,2,1,220,Y,65,113000
885,RL,65.0,7150,Reg,NAmes,Norm,1Fam,1Story,892,CBlock,Y,892,3,5,0,1,1,288,N,42,100000
1429,RM,60.0,7200,Reg,OldTown,Norm,1Fam,1Story,788,CBlock,Y,804,2,4,2,2,1,240,Y,70,119000
1454,RL,90.0,17217,Reg,Mitchel,Norm,1Fam,1Story,1140,PConc,Y,1140,3,6,0,1,0,0,N,0,84500
896,RL,71.0,7056,Reg,NAmes,Norm,1Fam,2Story,780,CBlock,Y,1796,4,8,1,3,2,483,N,45,140000
989,RL,0.0,12046,IR1,NWAmes,Norm,1Fam,2Story,848,CBlock,Y,2030,4,8,1,3,2,551,N,31,195000
1443,FV,85.0,11003,Reg,Somerst,Norm,1Fam,2Story,1017,PConc,Y,2007,3,10,1,4,3,812,N,1,310000
1002,RL,60.0,5400,Reg,OldTown,Norm,1Fam,1Story,691,BrkTil,Y,691,2,4,0,1,1,216,Y,87,86000
454,FV,75.0,9000,Reg,Somerst,Norm,1Fam,2Story,768,PConc,Y,1590,3,6,0,3,2,676,N,1,210000
111,RL,75.0,9525,Reg,Edwards,Norm,1Fam,1.5Fin,994,CBlock,Y,1855,4,7,0,2,1,325,Y,52,136900
1190,RL,60.0,7500,Reg,Gilbert,Norm,1Fam,2Story,994,PConc,Y,1804,3,7,1,3,2,442,N,11,189000
1241,RL,65.0,8158,Reg,CollgCr,Norm,1Fam,2Story,884,PConc,Y,1768,3,8,0,4,2,543,N,5,224900
1170,RL,118.0,30000,IR1,NoRidge,Norm,1Fam,2Story,1930,PConc,Y,3000,4,10,1,4,3,807,Y,11,625000
1147,RL,0.0,11200,Reg,SawyerW,Norm,1Fam,1Story,1298,CBlock,Y,1298,3,5,1,3,2,403,N,21,180000
504,RL,100.0,15602,IR1,Crawfor,Norm,1Fam,1Story,1501,CBlock,Y,1801,1,6,2,3,2,484,Y,51,289000
1450,RM,21.0,1533,Reg,MeadowV,Norm,Twnhs,SFoyer,630,CBlock,Y,630,1,3,0,2,0,0,N,36,92000
1064,RM,50.0,6000,Reg,OldTown,Artery,1Fam,1Story,1103,BrkTil,Y,1103,2,5,1,1,2,440,Y,81,110500
712,C (all),66.0,8712,Reg,IDOTRR,Norm,1Fam,1.5Fin,859,Stone,Y,1178,2,7,0,1,1,384,Y,100,102776
802,RM,40.0,4800,Reg,IDOTRR,Norm,1Fam,1Story,1196,CBlock,Y,1196,2,5,0,2,2,440,Y,91,109900
865,FV,72.0,8640,Reg,Somerst,Norm,1Fam,1Story,1372,PConc,Y,1372,3,6,0,2,2,529,Y,1,250580
368,RL,101.0,9150,IR1,NAmes,Norm,1Fam,SLvl,1099,CBlock,Y,1431,3,6,1,2,1,296,N,46,165000
1445,RL,63.0,8500,Reg,CollgCr,Norm,1Fam,1Story,1422,PConc,Y,1422,3,7,0,2,2,626,N,3,179600
385,RL,0.0,30000,IR2,ClearCr,Feedr,1Fam,2Story,1580,PConc,Y,1953,3,9,2,4,2,501,N,15,240000
201,RM,80.0,8546,Reg,Edwards,Norm,1Fam,1Story,1121,PConc,Y,1121,2,5,0,2,2,440,Y,7,140000
66,RL,76.0,9591,Reg,NridgHt,Norm,1Fam,2Story,1143,PConc,Y,2473,4,9,1,3,3,852,Y,3,317000
958,RL,70.0,7420,Reg,Sawyer,Norm,1Fam,1Story,1057,CBlock,Y,1057,3,6,0,1,2,576,N,45,132000
784,RL,0.0,9101,IR1,Mitchel,Norm,1Fam,SFoyer,1097,PConc,Y,1110,1,4,1,2,2,602,N,31,165500
273,RL,92.0,11764,IR1,NoRidge,Norm,1Fam,2Story,1152,PConc,Y,2270,4,9,1,3,3,671,Y,11,290000
1268,RL,89.0,13214,IR1,Timber,Norm,1Fam,1Story,2000,PConc,Y,2018,3,10,1,2,3,746,Y,2,378500
758,RL,0.0,11616,IR1,Sawyer,Norm,1Fam,2Story,672,CBlock,Y,1386,3,6,1,3,2,440,N,32,158900
1088,FV,85.0,10574,Reg,Somerst,Norm,1Fam,2Story,1082,PConc,Y,1953,3,9,1,3,3,1000,Y,4,252000
745,RL,41.0,5395,IR1,StoneBr,Norm,TwnhsE,1Story,1337,PConc,Y,1337,2,5,1,3,2,462,N,15,180000
542,RL,0.0,11000,Reg,NoRidge,Norm,1Fam,2Story,969,PConc,Y,2285,4,8,1,3,3,648,N,7,248000
479,RL,79.0,10637,Reg,CollgCr,Norm,1Fam,1Story,1705,PConc,Y,1718,3,7,1,3,3,826,Y,2,297000
